,2010,2011,2012,2013,2014,2015,2016,2017,2018
0,0.098961692926003,3.723855761236246,5.357119442731069,42.95280218426246,295.9976244086037,212.54865031897378,444.92701685045495,3459.7489124445433,7895.147439804674
