,0
2010,0.098961692926003
2011,3.723855761236246
2012,5.357119442731069
2013,42.95280218426246
2014,295.9976244086037
2015,212.54865031897378
2016,444.92701685045495
2017,3459.7489124445433
2018,7895.147439804674
